Name,Licenses,Version,Repos
accountsservice,GPL-2+|GPL-3+,0.6.45-1ubuntu1,bionic|now
acl,GPL|LGPL-2.1,2.2.52-3build1,bionic|now
acpid,GPL-2,1:2.0.28-1ubuntu1,bionic|now
adduser,GPL-2,3.116ubuntu1,bionic|now
adwaita-icon-theme,GFDL-1.2|GPL|LGPL-3,3.28.0-1ubuntu1,bionic|now
apparmor,BSD-3-clause|BSD-3-clause|or|GPL-2+|GPL-2|GPL-2+|LGPL-2.1+,2.12-4ubuntu5.1,bionic-updates|bionic-security|now
apport,GPL-2+,2.20.9-0ubuntu7.9,bionic-updates|bionic-security|now
apport-symptoms,GPL-2+,0.20,bionic|now
apt,GPL-2,1.6.12,bionic-updates|now
apt-utils,GPL-2,1.6.12,bionic-updates|now
at,GPL-2+|GPL-3+|ISC,3.1.20-3.1ubuntu2,bionic|now
at-spi2-core,AFL-2.1|AFL-2.1|or|GPL-2+|GPL-2|GPL-2+|LGPL-2+|public-domain,2.28.0-1,bionic|now
base-files,GPL,10.1ubuntu2.8,bionic-updates|now
base-passwd,GPL-2,3.5.44,bionic|now
bash,GPL-3,4.4.18-2ubuntu1.2,bionic-updates|now
bash-completion,GPL-2+,1:2.8-1ubuntu1,bionic|now
bc,GPL-2.0+|GPL-2.0+|with|Texinfo|exception|X11|permissive|permissive'|public-domain,1.07.1-2,bionic|now
bcache-tools,GPL-2|GPL-2+|PostgreSQL,1.0.8-2build1,bionic|now
bind9-host,BSD-2-clause|BSD-3-clause|BSD-4-clause|ISC|ISC|or|MPL-2.0|MPL-2.0|MPL-2.0|or|ISC,1:9.11.3+dfsg-1ubuntu1.11,bionic-updates|bionic-security|now
bsdmainutils,unknown,11.1.2ubuntu1,bionic|now
bsdutils,BSD-2-clause|BSD-3-clause|BSD-4-clause|GPL-2|GPL-2+|GPL-3+|LGPL|LGPL-2+|LGPL-2.1+|LGPL-3+|MIT|public-domain,1:2.31.1-0.4ubuntu3.5,bionic-updates|now
btrfs-progs,GPL-2|GPL-2+|TLP-4,4.15.1-1build1,bionic|now
btrfs-tools,GPL-2|GPL-2+|TLP-4,4.15.1-1build1,bionic|now
busybox-initramfs,GPL-2,1:1.27.2-2ubuntu3.2,bionic-updates|bionic-security|now
busybox-static,GPL-2,1:1.27.2-2ubuntu3.2,bionic-updates|bionic-security|now
byobu,GPL-3,5.125-0ubuntu1,bionic|now
bzip2,GPL-2,1.0.6-8.1ubuntu0.2,bionic-updates|bionic-security|now
ca-certificates,GPL-2+|MPL-2.0,20180409,bionic|bionic-updates|now
cloud-guest-utils,GPL-3,0.30-0ubuntu5,bionic|now
cloud-init,Apache-2.0|GPL-3|GPL-3|or|Apache-2.0,19.4-33-gbb4131a2-0ubuntu1~18.04.1,bionic-updates|now
cloud-initramfs-copymods,GPL-3.0+,0.40ubuntu1.1,bionic-updates|now
cloud-initramfs-dyn-netconf,GPL-3.0+,0.40ubuntu1.1,bionic-updates|now
command-not-found,GPL,18.04.5,bionic-updates|now
command-not-found-data,GPL,18.04.5,bionic-updates|now
console-setup,GPL-2,1.178ubuntu2.9,bionic-updates|now
console-setup-linux,GPL-2,1.178ubuntu2.9,bionic-updates|now
coreutils,GPL-3,8.28-1ubuntu1,bionic|now
cpio,GPL-3,2.12+dfsg-6ubuntu0.18.04.1,bionic-updates|bionic-security|now
cron,Artistic|GPL-2+|ISC|Paul-Vixie's-license,3.0pl1-128.1ubuntu1,bionic|now
cryptsetup,Apache-2.0|CC0|CC0|or|Apache-2.0|GPL-2+|LGPL-2.1+|public-domain,2:2.0.2-1ubuntu1.1,bionic-updates|now
cryptsetup-bin,Apache-2.0|CC0|CC0|or|Apache-2.0|GPL-2+|LGPL-2.1+|public-domain,2:2.0.2-1ubuntu1.1,bionic-updates|now
curl,BSD-3-Clause|BSD-4-Clause|ISC|curl|other|public-domain,7.58.0-2ubuntu3.8,bionic-updates|bionic-security|now
dash,GPL,0.5.8-2.10,bionic|now
dbus,AFL-2.1|BSD-3-clause|BSD-3-clause-generic|Expat|GPL-2+|GPL-2+|or|AFL-2.1|GPL-2+|or|AFL-2.1,|Tcl-BSDish|g10-permissive,1.12.2-1ubuntu1.1,bionic-updates|bionic-security|now
dbus-x11,AFL-2.1|BSD-3-clause|BSD-3-clause-generic|Expat|GPL-2+|GPL-2+|or|AFL-2.1|GPL-2+|or|AFL-2.1,|Tcl-BSDish|g10-permissive,1.12.2-1ubuntu1.1,bionic-updates|bionic-security|now
dconf-gsettings-backend:amd64,GPL-3|LGPL-2+,0.26.0-2ubuntu3,NULL
dconf-service,GPL-3|LGPL-2+,0.26.0-2ubuntu3,bionic|now
debconf,BSD-2-clause,1.5.66ubuntu1,bionic-updates|now
debconf-i18n,BSD-2-clause,1.5.66ubuntu1,bionic-updates|now
debianutils,GPL,4.8.4,bionic|now
diffutils,GFDL|GPL,1:3.6-1,bionic|now
dirmngr,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
distro-info-data,ISC,0.37ubuntu0.6,bionic-updates|bionic-security|now
dmeventd,GPL-2|LGPL-2.1,2:1.02.145-4.1ubuntu3.18.04.2,bionic-updates|now
dmidecode,GPL-2+,3.1-1ubuntu0.1,bionic-updates|now
dmsetup,GPL-2|LGPL-2.1,2:1.02.145-4.1ubuntu3.18.04.2,bionic-updates|now
dns-root-data,Expat|ICANN-Public,2018013001,bionic|now
dnsmasq-base,GPL-2|GPL-3,2.79-1,bionic|now
dnsutils,BSD-2-clause|BSD-3-clause|BSD-4-clause|ISC|ISC|or|MPL-2.0|MPL-2.0|MPL-2.0|or|ISC,1:9.11.3+dfsg-1ubuntu1.11,bionic-updates|bionic-security|now
dos2unix,BSD-2-clause|GPL-2+|Public-Domain,7.3.4-3,bionic|now
dosfstools,GPL-3+|public-domain,4.1-1,bionic|now
dpkg,BSD-2-clause|GPL-2|GPL-2+|public-domain-md5|public-domain-s-s-d,1.19.0.5ubuntu2.3,bionic-updates|now
e2fsprogs,GPL-2|LGPL-2,1.44.1-1ubuntu1.3,bionic-updates|bionic-security|now
eatmydata,GPL-3+,105-6,bionic|now
ebtables,GPL-2,2.0.10.4-3.5ubuntu2.18.04.3,bionic-updates|now
ed,GFDL-1.2|GPL-3,1.10-2.1,bionic|now
eject,GPL-2,2.1.5+deb1+cvs20081104-13.2,bionic|now
ethtool,GPL-2,1:4.15-0ubuntu1,bionic|now
fdisk,BSD-2-clause|BSD-3-clause|BSD-4-clause|GPL-2|GPL-2+|GPL-3+|LGPL|LGPL-2+|LGPL-2.1+|LGPL-3+|MIT|public-domain,2.31.1-0.4ubuntu3.5,bionic-updates|now
file,BSD-2-Clause-alike|BSD-2-Clause-netbsd|BSD-2-Clause-regents|MIT-Old-Style-with-legal-disclaimer-2|public-domain,1:5.32-2ubuntu0.3,bionic-updates|bionic-security|now
findutils,GFDL-1.3|GPL-3,4.6.0+git+20170828-2,bionic|now
fontconfig,unknown,2.12.6-0ubuntu2,bionic|now
fontconfig-config,unknown,2.12.6-0ubuntu2,bionic|now
fonts-dejavu-core,GPL-2+|bitstream-vera,2.37-1,bionic|now
fonts-ubuntu-console,CC-BY-SA-3.0|GPL-3|Ubuntu-Font-License-1.0,0.83-2,bionic|now
friendly-recovery,GPL-2+,0.2.38ubuntu1.1,bionic-updates|now
ftp,BSD-3-clause,0.17-34,bionic|now
fuse,GPL-2|GPL-2+|LGPL-2,2.9.7-1ubuntu1,bionic|now
gawk,GPL-3+,1:4.1.4+dfsg-1build1,bionic|now
gcc-8-base:amd64,Artistic|GFDL-1.2|GPL|GPL-2|GPL-3|LGPL,8.3.0-6ubuntu1~18.04.1,NULL
gdisk,LGPL-2.0+,1.0.3-1,bionic|now
geoip-database,OpenDataLicense,20180315-1,bionic|now
gettext-base,GFDL|GPL|LGPL,0.19.8.1-6ubuntu0.3,bionic-updates|bionic-security|now
gir1.2-glib-2.0:amd64,BSD-2-clause|GPL-2+|LGPL-2+|MIT,1.56.1-1,NULL
git,Apache-2.0|BSD-2-clause|Boost|EDL-1.0|Expat|GPL-1+|or|Artistic-1|GPL-2|GPL-2+|ISC|LGPL-2+|LGPL-2.1+|dlmalloc|mingw-runtime,1:2.17.1-1ubuntu0.5,bionic-updates|bionic-security|now
git-man,Apache-2.0|BSD-2-clause|Boost|EDL-1.0|Expat|GPL-1+|or|Artistic-1|GPL-2|GPL-2+|ISC|LGPL-2+|LGPL-2.1+|dlmalloc|mingw-runtime,1:2.17.1-1ubuntu0.5,bionic-updates|bionic-security|now
glib-networking:amd64,LGPL-2+|LGPL-2.1+,2.56.0-1,NULL
glib-networking-common,LGPL-2+|LGPL-2.1+,2.56.0-1,bionic|now
glib-networking-services,LGPL-2+|LGPL-2.1+,2.56.0-1,bionic|now
gnupg,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
gnupg-l10n,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
gnupg-utils,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
gpg,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
gpg-agent,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
gpg-wks-client,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
gpg-wks-server,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
gpgconf,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
gpgsm,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
gpgv,BSD-3-clause|Expat|GPL-3+|GPL-3+|or|BSD-3-clause|LGPL-2.1+|LGPL-3+|RFC-Reference|TinySCHEME|permissive,2.2.4-1ubuntu1.2,bionic-updates|bionic-security|now
grep,GPL-3+,3.1-2build1,bionic-updates|now
groff-base,GFDL-1.3|GPL-3,1.22.3-10,bionic|now
gsettings-desktop-schemas,LGPL-2.1+,3.28.0-1ubuntu1,bionic|now
gtk-update-icon-cache,Apache-2.0|Expat|LGPL-2+|LGPL-2+|or|SWL|LGPL-2.1+|SWL|other,3.22.30-1ubuntu4,bionic-updates|now
gzip,GPL,1.6-5ubuntu1,bionic|now
hdparm,BSD-2-clause|GPL-2+|GPL-2+|or|BSD-2-clause|hdparm,9.54+ds-1,bionic|now
hicolor-icon-theme,GPL-2+,0.17-2,bionic|now
hostname,GPL-2,3.20,bionic|now
htop,GPL-2+,2.1.0-3,bionic|now
humanity-icon-theme,GPL-2|GPL-3|LGPL-3,0.6.15,bionic|now
info,GPL-3,6.5.0.dfsg.1-2,bionic|now
init,BSD-3-clause|GPL-2+,1.51,bionic|now
init-system-helpers,BSD-3-clause|GPL-2+,1.51,bionic|now
initramfs-tools,GPL-2,0.130ubuntu3.9,bionic-updates|now
initramfs-tools-bin,GPL-2,0.130ubuntu3.9,bionic-updates|now
initramfs-tools-core,GPL-2,0.130ubuntu3.9,bionic-updates|now
install-info,GPL-3,6.5.0.dfsg.1-2,bionic|now
iproute2,GPL-2,4.15.0-2ubuntu1,bionic|now
iptables,Artistic-2|GPL-2|GPL-2+|custom,1.6.1-2ubuntu2,bionic|now
iputils-ping,GPL,3:20161105-1ubuntu3,bionic-updates|now
iputils-tracepath,GPL,3:20161105-1ubuntu3,bionic-updates|now
irqbalance,GPL,1.3.0-0.1ubuntu0.18.04.1,bionic-updates|now
irssi,GPL-2+|with|OpenSSL|exception|WTFPLv2,1.0.5-1ubuntu4.2,bionic-updates|bionic-security|now
isc-dhcp-client,GPL-2|ISC,4.3.5-3ubuntu7.1,bionic-updates|bionic-security|now
isc-dhcp-common,GPL-2|ISC,4.3.5-3ubuntu7.1,bionic-updates|bionic-security|now
iso-codes,LGPL-2.1+,3.79-1,bionic|now
javascript-common,GPL-2+,11,bionic|now
kbd,GPL-2+|GPL-2-with-exceptions|GPL-any,2.0.4-2ubuntu1,bionic|now
keyboard-configuration,GPL-2,1.178ubuntu2.9,bionic-updates|now
klibc-utils,GPL-2,2.0.4-9ubuntu2,bionic|now
kmod,GPL-2|LGPL-2.1,24-1ubuntu3.2,bionic-updates|now
krb5-locales,GPL-2,1.16-2ubuntu0.1,bionic-updates|bionic-security|now
landscape-common,GPL-2,18.01-0ubuntu3.4,bionic-updates|now
language-selector-common,GPL-2,0.188.3,bionic-updates|now
less,GPL-3,487-0.1,bionic|now
libaccountsservice0:amd64,GPL-2+|GPL-3+,0.6.45-1ubuntu1,NULL
libacl1:amd64,GPL|LGPL-2.1,2.2.52-3build1,NULL
libapparmor1:amd64,BSD-3-clause|BSD-3-clause|or|GPL-2+|GPL-2|GPL-2+|LGPL-2.1+,2.12-4ubuntu5.1,NULL
libapt-inst2.0:amd64,GPL-2,1.6.12,NULL
libapt-pkg5.0:amd64,GPL-2,1.6.12,NULL
libargon2-0:amd64,Apache-2.0|CC0|CC0|or|Apache-2.0,0~20161029-1.1,NULL
libasn1-8-heimdal:amd64,BSD-3-clause|GPL-2+|custom|none,7.5.0+dfsg-1,NULL
libassuan0:amd64,GAP|GAP~FSF|GPL-2+|GPL-2+|with|libtool|exception|GPL-3+|LGPL-2.1+|LGPL-3+,2.5.1-2,NULL
libasyncns0:amd64,LGPL-2.1+,0.8-6,NULL
libatk-bridge2.0-0:amd64,Expat|GPL-2|GPL-2+|GPL-3|LGPL-2+|Unlimited,2.26.2-1,NULL
libatk1.0-0:amd64,LGPL-2,2.28.1-1,NULL
libatk1.0-data,LGPL-2,2.28.1-1,bionic|now
libatm1:amd64,GPL-2,1:2.5.1-2build1,NULL
libatspi2.0-0:amd64,AFL-2.1|AFL-2.1|or|GPL-2+|GPL-2|GPL-2+|LGPL-2+|public-domain,2.28.0-1,NULL
libattr1:amd64,GPL-2|LGPL-2.1,1:2.4.47-2build1,NULL
libaudit-common,GPL-2|LGPL-2.1,1:2.8.2-1ubuntu1,bionic|now
libaudit1:amd64,GPL-2|LGPL-2.1,1:2.8.2-1ubuntu1,NULL
libavahi-client3:amd64,GPL|GPL-2|LGPL-2.1,0.7-3.1ubuntu1.2,NULL
libavahi-common-data:amd64,GPL|GPL-2|LGPL-2.1,0.7-3.1ubuntu1.2,NULL
libavahi-common3:amd64,GPL|GPL-2|LGPL-2.1,0.7-3.1ubuntu1.2,NULL
libbind9-160:amd64,BSD-2-clause|BSD-3-clause|BSD-4-clause|ISC|ISC|or|MPL-2.0|MPL-2.0|MPL-2.0|or|ISC,1:9.11.3+dfsg-1ubuntu1.11,NULL
libblkid1:amd64,BSD-2-clause|BSD-3-clause|BSD-4-clause|GPL-2|GPL-2+|GPL-3+|LGPL|LGPL-2+|LGPL-2.1+|LGPL-3+|MIT|public-domain,2.31.1-0.4ubuntu3.5,NULL
libbsd0:amd64,BSD-2-clause|BSD-2-clause-NetBSD|BSD-2-clause-author|BSD-2-clause-verbatim|BSD-3-clause|BSD-3-clause-John-Birrell|BSD-3-clause-Peter-Wemm|BSD-3-clause-Regents|BSD-4-clause-Christopher-G-Demetriou|BSD-4-clause-Niels-Provos|BSD-5-clause-Peter-Wemm|Beerware|Expat|ISC|ISC-Original|public-domain|public-domain-Colin-Plumb,0.8.7-1ubuntu0.1,NULL
libbz2-1.0:amd64,GPL-2,1.0.6-8.1ubuntu0.2,NULL
libc-bin,GPL-2|LGPL-2.1,2.27-3ubuntu1,bionic|now
libc6:amd64,GPL-2|LGPL-2.1,2.27-3ubuntu1,NULL
libcairo-gobject2:amd64,LGPL-2.1,1.15.10-2ubuntu0.1,NULL
libcairo2:amd64,LGPL-2.1,1.15.10-2ubuntu0.1,NULL
libcap-ng0:amd64,GPL-2|GPL-3|LGPL-2.1,0.7.7-3.1,NULL
libcap2:amd64,BSD-3-clause|BSD-3-clause|or|GPL-2|BSD-3-clause|or|GPL-2+|GPL-2|GPL-2+,1:2.25-1.2,NULL
libcap2-bin,BSD-3-clause|BSD-3-clause|or|GPL-2|BSD-3-clause|or|GPL-2+|GPL-2|GPL-2+,1:2.25-1.2,bionic|now
libcolord2:amd64,CC0|GFDL-NIV|GPL-2+|LGPL-2.1+,1.3.3-2build1,NULL
libcom-err2:amd64,unknown,1.44.1-1ubuntu1.3,NULL
libcroco3:amd64,LGPL,0.6.12-2,NULL
libcryptsetup12:amd64,Apache-2.0|CC0|CC0|or|Apache-2.0|GPL-2+|LGPL-2.1+|public-domain,2:2.0.2-1ubuntu1.1,NULL
libcups2:amd64,BSD-2-clause|GPL-2.0|with|AOSDL|exception|LGPL-2.0|with|AOSDL|exception|Zlib,2.2.7-1ubuntu2.7,NULL
libcurl3-gnutls:amd64,BSD-3-Clause|BSD-4-Clause|ISC|curl|other|public-domain,7.58.0-2ubuntu3.8,NULL
libcurl4:amd64,BSD-3-Clause|BSD-4-Clause|ISC|curl|other|public-domain,7.58.0-2ubuntu3.8,NULL
libdatrie1:amd64,GPL-2+|LGPL-2.1+,0.2.10-7,NULL
libdb5.3:amd64,unknown,5.3.28-13.1ubuntu1.1,NULL
libdbus-1-3:amd64,AFL-2.1|BSD-3-clause|BSD-3-clause-generic|Expat|GPL-2+|GPL-2+|or|AFL-2.1|GPL-2+|or|AFL-2.1,|Tcl-BSDish|g10-permissive,1.12.2-1ubuntu1.1,NULL
libdconf1:amd64,GPL-3|LGPL-2+,0.26.0-2ubuntu3,NULL
libdebconfclient0:amd64,public|domain,0.213ubuntu1,NULL
libdevmapper-event1.02.1:amd64,GPL-2|LGPL-2.1,2:1.02.145-4.1ubuntu3.18.04.2,NULL
libdevmapper1.02.1:amd64,GPL-2|LGPL-2.1,2:1.02.145-4.1ubuntu3.18.04.2,NULL
libdns-export1100,BSD-2-clause|BSD-3-clause|BSD-4-clause|ISC|ISC|or|MPL-2.0|MPL-2.0|MPL-2.0|or|ISC,1:9.11.3+dfsg-1ubuntu1.11,bionic-updates|bionic-security|now
libdns1100:amd64,BSD-2-clause|BSD-3-clause|BSD-4-clause|ISC|ISC|or|MPL-2.0|MPL-2.0|MPL-2.0|or|ISC,1:9.11.3+dfsg-1ubuntu1.11,NULL
libdrm-amdgpu1:amd64,unknown,2.4.99-1ubuntu1~18.04.2,NULL
libdrm-common,unknown,2.4.99-1ubuntu1~18.04.2,bionic-updates|bionic-security|now
libdrm-intel1:amd64,unknown,2.4.99-1ubuntu1~18.04.2,NULL
libdrm-nouveau2:amd64,unknown,2.4.99-1ubuntu1~18.04.2,NULL
libdrm-radeon1:amd64,unknown,2.4.99-1ubuntu1~18.04.2,NULL
libdrm2:amd64,unknown,2.4.99-1ubuntu1~18.04.2,NULL
libdumbnet1:amd64,4-clause|BSD|license|BSD|license,1.12-7build1,NULL
libeatmydata1:amd64,GPL-3+,105-6,NULL
libedit2:amd64,unknown,3.1-20170329-1,NULL
libelf1:amd64,GPL-2|GPL-3|LGPL,0.170-0.4ubuntu0.1,NULL
libepoxy0:amd64,Expat,1.4.3-1,NULL
liberror-perl,Artistic|Artistic|or|GPL-1+|GPL-1+|MIT/X11,0.17025-1,bionic|now
libestr0:amd64,LGPL-2.1,0.1.10-2.1,NULL
libevent-2.1-6:amd64,BSD|license,2.1.8-stable-4build1,NULL
libexpat1:amd64,MIT,2.2.5-3ubuntu0.2,NULL
libext2fs2:amd64,GPL-2|LGPL-2,1.44.1-1ubuntu1.3,NULL
libfastjson4:amd64,Apache-2.0|Expat,0.99.8-2,NULL
libfdisk1:amd64,BSD-2-clause|BSD-3-clause|BSD-4-clause|GPL-2|GPL-2+|GPL-3+|LGPL|LGPL-2+|LGPL-2.1+|LGPL-3+|MIT|public-domain,2.31.1-0.4ubuntu3.5,NULL
libffi6:amd64,GPL,3.2.1-8,NULL
libflac8:amd64,BSD-3-clause|GFDL-1.1+|GPL-2+|GPL-2+|or|LGPL-2.1+|ISC|LGPL-2+|LGPL-2.1+|Public-domain,1.3.2-1,NULL
libfontconfig1:amd64,unknown,2.12.6-0ubuntu2,NULL
libfontenc1:amd64,unknown,1:1.1.3-1,NULL
libfreetype6:amd64,BSD-2-Clause|BSD-3-Clause|Catharon-OSL|FTL|GPL-2+|GPL-2+|or|FTL|GZip|OpenGroup-BSD-like,2.8.1-2ubuntu2,NULL
libfribidi0:amd64,LGPL-2.1+,0.19.7-2,NULL
libfuse2:amd64,GPL-2|GPL-2+|LGPL-2,2.9.7-1ubuntu1,NULL
libgc1c2:amd64,unknown,1:7.4.2-8ubuntu1,NULL
libgcc1:amd64,Artistic|GFDL-1.2|GPL|GPL-2|GPL-3|LGPL,1:8.3.0-6ubuntu1~18.04.1,NULL
libgcrypt20:amd64,GPL-2|LGPL,1.8.1-4ubuntu1.2,NULL
libgdbm-compat4:amd64,GFDL-1.3+|GPL-3+,1.14.1-6,NULL
libgdbm5:amd64,GFDL-1.3+|GPL-3+,1.14.1-6,NULL
libgdk-pixbuf2.0-0:amd64,GPL-2+|LGPL-2+|MPL-1.1-or-LGPL-2+,2.36.11-2,NULL
libgdk-pixbuf2.0-bin,GPL-2+|LGPL-2+|MPL-1.1-or-LGPL-2+,2.36.11-2,bionic|now
libgdk-pixbuf2.0-common,GPL-2+|LGPL-2+|MPL-1.1-or-LGPL-2+,2.36.11-2,bionic|now
libgeoip1:amd64,ISC|LGPL-2.1+,1.6.12-1,NULL
libgif7:amd64,MIT,5.1.4-2ubuntu0.1,NULL
libgirepository-1.0-1:amd64,BSD-2-clause|GPL-2+|LGPL-2+|MIT,1.56.1-1,NULL
libgl1:amd64,BSD-1-clause|GPL-3+|MIT|public-domain,1.0.0-2ubuntu2.3,NULL
libgl1-mesa-dri:amd64,Apache-2.0|BSD-2-clause|BSD-3-google|BSL|GPL|Khronos|MIT|MLAA|SGI,19.2.8-0ubuntu0~18.04.2,NULL
libgl1-mesa-glx:amd64,Apache-2.0|BSD-2-clause|BSD-3-google|BSL|GPL|Khronos|MIT|MLAA|SGI,19.2.8-0ubuntu0~18.04.2,NULL
libglapi-mesa:amd64,Apache-2.0|BSD-2-clause|BSD-3-google|BSL|GPL|Khronos|MIT|MLAA|SGI,19.2.8-0ubuntu0~18.04.2,NULL
libglib2.0-0:amd64,LGPL,2.56.4-0ubuntu0.18.04.4,NULL
libglib2.0-data,LGPL,2.56.4-0ubuntu0.18.04.4,bionic-updates|bionic-security|now
libglvnd0:amd64,BSD-1-clause|GPL-3+|MIT|public-domain,1.0.0-2ubuntu2.3,NULL
libglx-mesa0:amd64,Apache-2.0|BSD-2-clause|BSD-3-google|BSL|GPL|Khronos|MIT|MLAA|SGI,19.2.8-0ubuntu0~18.04.2,NULL
libglx0:amd64,BSD-1-clause|GPL-3+|MIT|public-domain,1.0.0-2ubuntu2.3,NULL
libgmp10:amd64,GPL|GPL-2|GPL-3|LGPL-3,2:6.1.2+dfsg-2,NULL
libgnutls30:amd64,GFDL-1.3|GPL|GPL-3|LGPL|LGPL-3,3.5.18-1ubuntu1.3,NULL
libgpg-error0:amd64,BSD-3-clause|GPL-3+|LGPL-2.1+|LGPL-2.1+|or|BSD-3-clause|g10-permissive,1.27-6,NULL
libgpm2:amd64,GPL-2.0+|GPL-3.0+,1.20.7-5,NULL
libgraphite2-3:amd64,Artistic|Artistic|or|GPL-1+|GPL-1+|GPL-2+|LGPL-2.1+|LGPL-2.1+|or|GPL-2+|or|MPL-1.1|LGPL-2.1+|or|MPL-1.1|or|GPL-2+|MPL-1.1|custom-sil-open-font-license|public-domain,1.3.11-2,NULL
libgssapi-krb5-2:amd64,GPL-2,1.16-2ubuntu0.1,NULL
libgssapi3-heimdal:amd64,BSD-3-clause|GPL-2+|custom|none,7.5.0+dfsg-1,NULL
libgtk-3-0:amd64,Apache-2.0|Expat|LGPL-2+|LGPL-2+|or|SWL|LGPL-2.1+|SWL|other,3.22.30-1ubuntu4,NULL
libgtk-3-bin,Apache-2.0|Expat|LGPL-2+|LGPL-2+|or|SWL|LGPL-2.1+|SWL|other,3.22.30-1ubuntu4,bionic-updates|now
libgtk-3-common,Apache-2.0|Expat|LGPL-2+|LGPL-2+|or|SWL|LGPL-2.1+|SWL|other,3.22.30-1ubuntu4,bionic-updates|now
libharfbuzz0b:amd64,MIT,1.7.2-1ubuntu1,NULL
libhcrypto4-heimdal:amd64,BSD-3-clause|GPL-2+|custom|none,7.5.0+dfsg-1,NULL
libheimbase1-heimdal:amd64,BSD-3-clause|GPL-2+|custom|none,7.5.0+dfsg-1,NULL
libheimntlm0-heimdal:amd64,BSD-3-clause|GPL-2+|custom|none,7.5.0+dfsg-1,NULL
libhogweed4:amd64,GAP|GPL-2|GPL-2+|GPL-2+|with|Autoconf|exception|LGPL-2+|LGPL-2.1+|other|public-domain,3.4-1,NULL
libhx509-5-heimdal:amd64,BSD-3-clause|GPL-2+|custom|none,7.5.0+dfsg-1,NULL
libice6:amd64,unknown,2:1.0.9-2,NULL
libicu60:amd64,unknown,60.2-3ubuntu3,NULL
libid3tag0:amd64,GPL,0.15.1b-13,NULL
libidn11:amd64,GAP|GFDL-1.3+|GPL-3+|LGPL-2.1+|LGPL-3+|or|GPL-2+,1.33-2.1ubuntu1.2,NULL
libidn2-0:amd64,GPL-2+|GPL-3+|LGPL-3+|LGPL-3+|or|GPL-2+|Unicode,2.0.4-1.1ubuntu0.2,NULL
libimlib2:amd64,imlib2-license,1.4.10-1,NULL
libip4tc0:amd64,Artistic-2|GPL-2|GPL-2+|custom,1.6.1-2ubuntu2,NULL
libip6tc0:amd64,Artistic-2|GPL-2|GPL-2+|custom,1.6.1-2ubuntu2,NULL
libiptc0:amd64,Artistic-2|GPL-2|GPL-2+|custom,1.6.1-2ubuntu2,NULL
libirs160:amd64,BSD-2-clause|BSD-3-clause|BSD-4-clause|ISC|ISC|or|MPL-2.0|MPL-2.0|MPL-2.0|or|ISC,1:9.11.3+dfsg-1ubuntu1.11,NULL
libisc-export169:amd64,BSD-2-clause|BSD-3-clause|BSD-4-clause|ISC|ISC|or|MPL-2.0|MPL-2.0|MPL-2.0|or|ISC,1:9.11.3+dfsg-1ubuntu1.11,NULL
libisc169:amd64,BSD-2-clause|BSD-3-clause|BSD-4-clause|ISC|ISC|or|MPL-2.0|MPL-2.0|MPL-2.0|or|ISC,1:9.11.3+dfsg-1ubuntu1.11,NULL
libisccc160:amd64,BSD-2-clause|BSD-3-clause|BSD-4-clause|ISC|ISC|or|MPL-2.0|MPL-2.0|MPL-2.0|or|ISC,1:9.11.3+dfsg-1ubuntu1.11,NULL
